,id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,metadata,text_content
1572,44747,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Globalite Men Black Sparta Shoes,"{'id': '44747', 'gender': 'Men', 'masterCategory': 'Footwear', 'subCategory': 'Shoes', 'articleType': 'Casual Shoes', 'baseColour': 'Black', 'season': 'Summer', 'year': '2012.0', 'usage': 'Casual', 'productDisplayName': 'Globalite Men Black Sparta Shoes'}",Men :: Footwear :: Shoes :: Casual Shoes :: Black :: Summer :: 2012.0 :: Casual :: Globalite Men Black Sparta Shoes
1573,36367,Men,Accessories,Ties,Ties,Red,Summer,2012.0,Formal,Reid & Taylor Men Red Tie,"{'id': '36367', 'gender': 'Men', 'masterCategory': 'Accessories', 'subCategory': 'Ties', 'articleType': 'Ties', 'baseColour': 'Red', 'season': 'Summer', 'year': '2012.0', 'usage': 'Formal', 'productDisplayName': 'Reid & Taylor Men Red Tie'}",Men :: Accessories :: Ties :: Ties :: Red :: Summer :: 2012.0 :: Formal :: Reid & Taylor Men Red Tie
1574,52622,Women,Accessories,Bags,Handbags,Purple,Summer,2012.0,Casual,Mod-acc Women Purple Handbag,"{'id': '52622', 'gender': 'Women', 'masterCategory': 'Accessories', 'subCategory': 'Bags', 'articleType': 'Handbags', 'baseColour': 'Purple', 'season': 'Summer', 'year': '2012.0', 'usage': 'Casual', 'productDisplayName': 'Mod-acc Women Purple Handbag'}",Women :: Accessories :: Bags :: Handbags :: Purple :: Summer :: 2012.0 :: Casual :: Mod-acc Women Purple Handbag
1575,57350,Women,Apparel,Innerwear,Bra,Black,Winter,2015.0,Casual,Amante Black T-Shirt Bra BGSB01,"{'id': '57350', 'gender': 'Women', 'masterCategory': 'Apparel', 'subCategory': 'Innerwear', 'articleType': 'Bra', 'baseColour': 'Black', 'season': 'Winter', 'year': '2015.0', 'usage': 'Casual', 'productDisplayName': 'Amante Black T-Shirt Bra BGSB01'}",Women :: Apparel :: Innerwear :: Bra :: Black :: Winter :: 2015.0 :: Casual :: Amante Black T-Shirt Bra BGSB01
1576,10497,Women,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Flying Machine Women RN HS White Tshirts,"{'id': '10497', 'gender': 'Women', 'masterCategory': 'Apparel', 'subCategory': 'Topwear', 'articleType': 'Tshirts', 'baseColour': 'White', 'season': 'Fall', 'year': '2011.0', 'usage': 'Casual', 'productDisplayName': 'Flying Machine Women RN HS White Tshirts'}",Women :: Apparel :: Topwear :: Tshirts :: White :: Fall :: 2011.0 :: Casual :: Flying Machine Women RN HS White Tshirts
1577,25770,Men,Apparel,Topwear,Suspenders,Black,Summer,2012.0,Formal,Lino Perros Men Black Suspenders,"{'id': '25770', 'gender': 'Men', 'masterCategory': 'Apparel', 'subCategory': 'Topwear', 'articleType': 'Suspenders', 'baseColour': 'Black', 'season': 'Summer', 'year': '2012.0', 'usage': 'Formal', 'productDisplayName': 'Lino Perros Men Black Suspenders'}",Men :: Apparel :: Topwear :: Suspenders :: Black :: Summer :: 2012.0 :: Formal :: Lino Perros Men Black Suspenders
1578,11545,Women,Apparel,Topwear,Kurtas,Green,Summer,2011.0,Ethnic,W Women Printed Green Kurtas,"{'id': '11545', 'gender': 'Women', 'masterCategory': 'Apparel', 'subCategory': 'Topwear', 'articleType': 'Kurtas', 'baseColour': 'Green', 'season': 'Summer', 'year': '2011.0', 'usage': 'Ethnic', 'productDisplayName': 'W Women Printed Green Kurtas'}",Women :: Apparel :: Topwear :: Kurtas :: Green :: Summer :: 2011.0 :: Ethnic :: W Women Printed Green Kurtas
1579,56282,Women,Apparel,Innerwear,Bra,Black,Summer,2017.0,Casual,Biara Black Everyday Support Bra,"{'id': '56282', 'gender': 'Women', 'masterCategory': 'Apparel', 'subCategory': 'Innerwear', 'articleType': 'Bra', 'baseColour': 'Black', 'season': 'Summer', 'year': '2017.0', 'usage': 'Casual', 'productDisplayName': 'Biara Black Everyday Support Bra'}",Women :: Apparel :: Innerwear :: Bra :: Black :: Summer :: 2017.0 :: Casual :: Biara Black Everyday Support Bra
1580,37087,Women,Accessories,Bags,Mobile Pouch,Brown,Summer,2012.0,Casual,Lino Perros Women Brown Mobile Pouch,"{'id': '37087', 'gender': 'Women', 'masterCategory': 'Accessories', 'subCategory': 'Bags', 'articleType': 'Mobile Pouch', 'baseColour': 'Brown', 'season': 'Summer', 'year': '2012.0', 'usage': 'Casual', 'productDisplayName': 'Lino Perros Women Brown Mobile Pouch'}",Women :: Accessories :: Bags :: Mobile Pouch :: Brown :: Summer :: 2012.0 :: Casual :: Lino Perros Women Brown Mobile Pouch
1581,20030,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Solid Blue Shirt,"{'id': '20030', 'gender': 'Men', 'masterCategory': 'Apparel', 'subCategory': 'Topwear', 'articleType': 'Shirts', 'baseColour': 'Blue', 'season': 'Fall', 'year': '2011.0', 'usage': 'Casual', 'productDisplayName': 'United Colors of Benetton Men Solid Blue Shirt'}",Men :: Apparel :: Topwear :: Shirts :: Blue :: Fall :: 2011.0 :: Casual :: United Colors of Benetton Men Solid Blue Shirt
1582,39921,Unisex,Accessories,Bags,Duffel Bag,Brown,Spring,2011.0,Travel,Tortoise Unisex Brown Leather Duffel Bag,"{'id': '39921', 'gender': 'Unisex', 'masterCategory': 'Accessories', 'subCategory': 'Bags', 'articleType': 'Duffel Bag', 'baseColour': 'Brown', 'season': 'Spring', 'year': '2011.0', 'usage': 'Travel', 'productDisplayName': 'Tortoise Unisex Brown Leather Duffel Bag'}",Unisex :: Accessories :: Bags :: Duffel Bag :: Brown :: Spring :: 2011.0 :: Travel :: Tortoise Unisex Brown Leather Duffel Bag
1583,52410,Women,Apparel,Loungewear and Nightwear,Nightdress,Black,Winter,2015.0,Casual,Red Rose Women Black Nightdress,"{'id': '52410', 'gender': 'Women', 'masterCategory': 'Apparel', 'subCategory': 'Loungewear and Nightwear', 'articleType': 'Nightdress', 'baseColour': 'Black', 'season': 'Winter', 'year': '2015.0', 'usage': 'Casual', 'productDisplayName': 'Red Rose Women Black Nightdress'}",Women :: Apparel :: Loungewear and Nightwear :: Nightdress :: Black :: Winter :: 2015.0 :: Casual :: Red Rose Women Black Nightdress
1584,4780,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Sports,ADIDAS Women's Balance Pink T-shirt,"{'id': '4780', 'gender': 'Women', 'masterCategory': 'Apparel', 'subCategory': 'Topwear', 'articleType': 'Tshirts', 'baseColour': 'Pink', 'season': 'Summer', 'year': '2011.0', 'usage': 'Sports', 'productDisplayName': ""ADIDAS Women's Balance Pink T-shirt""}",Women :: Apparel :: Topwear :: Tshirts :: Pink :: Summer :: 2011.0 :: Sports :: ADIDAS Women's Balance Pink T-shirt
1585,57162,Women,Apparel,Topwear,Tshirts,Teal,Summer,2012.0,Casual,Elle Women Teal T-shirt,"{'id': '57162', 'gender': 'Women', 'masterCategory': 'Apparel', 'subCategory': 'Topwear', 'articleType': 'Tshirts', 'baseColour': 'Teal', 'season': 'Summer', 'year': '2012.0', 'usage': 'Casual', 'productDisplayName': 'Elle Women Teal T-shirt'}",Women :: Apparel :: Topwear :: Tshirts :: Teal :: Summer :: 2012.0 :: Casual :: Elle Women Teal T-shirt
1586,58916,Men,Accessories,Ties,Ties,Black,Summer,2017.0,Casual,Hakashi Men Black Silk Tie,"{'id': '58916', 'gender': 'Men', 'masterCategory': 'Accessories', 'subCategory': 'Ties', 'articleType': 'Ties', 'baseColour': 'Black', 'season': 'Summer', 'year': '2017.0', 'usage': 'Casual', 'productDisplayName': 'Hakashi Men Black Silk Tie'}",Men :: Accessories :: Ties :: Ties :: Black :: Summer :: 2017.0 :: Casual :: Hakashi Men Black Silk Tie
1587,33427,Women,Accessories,Bags,Handbags,Blue,Summer,2012.0,Casual,Baggit Women Modishx Enzyme Blue Sling Bag,"{'id': '33427', 'gender': 'Women', 'masterCategory': 'Accessories', 'subCategory': 'Bags', 'articleType': 'Handbags', 'baseColour': 'Blue', 'season': 'Summer', 'year': '2012.0', 'usage': 'Casual', 'productDisplayName': 'Baggit Women Modishx Enzyme Blue Sling Bag'}",Women :: Accessories :: Bags :: Handbags :: Blue :: Summer :: 2012.0 :: Casual :: Baggit Women Modishx Enzyme Blue Sling Bag
1588,41007,Girls,Apparel,Bottomwear,Shorts,Navy Blue,Summer,2012.0,Casual,Gini and Jony Girls Woven Navy Blue Shorts,"{'id': '41007', 'gender': 'Girls', 'masterCategory': 'Apparel', 'subCategory': 'Bottomwear', 'articleType': 'Shorts', 'baseColour': 'Navy Blue', 'season': 'Summer', 'year': '2012.0', 'usage': 'Casual', 'productDisplayName': 'Gini and Jony Girls Woven Navy Blue Shorts'}",Girls :: Apparel :: Bottomwear :: Shorts :: Navy Blue :: Summer :: 2012.0 :: Casual :: Gini and Jony Girls Woven Navy Blue Shorts
1589,25542,Women,Apparel,Topwear,Tops,Yellow,Summer,2012.0,Casual,Wrangler Women Striper Tank Yellow Top,"{'id': '25542', 'gender': 'Women', 'masterCategory': 'Apparel', 'subCategory': 'Topwear', 'articleType': 'Tops', 'baseColour': 'Yellow', 'season': 'Summer', 'year': '2012.0', 'usage': 'Casual', 'productDisplayName': 'Wrangler Women Striper Tank Yellow Top'}",Women :: Apparel :: Topwear :: Tops :: Yellow :: Summer :: 2012.0 :: Casual :: Wrangler Women Striper Tank Yellow Top
1590,11777,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Lee Men Printed Red Tshirts,"{'id': '11777', 'gender': 'Men', 'masterCategory': 'Apparel', 'subCategory': 'Topwear', 'articleType': 'Tshirts', 'baseColour': 'Red', 'season': 'Fall', 'year': '2011.0', 'usage': 'Casual', 'productDisplayName': 'Lee Men Printed Red Tshirts'}",Men :: Apparel :: Topwear :: Tshirts :: Red :: Fall :: 2011.0 :: Casual :: Lee Men Printed Red Tshirts
1591,7939,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Puma Men's Graphic Optic Black Silver T-shirt,"{'id': '7939', 'gender': 'Men', 'masterCategory': 'Apparel', 'subCategory': 'Topwear', 'articleType': 'Tshirts', 'baseColour': 'Black', 'season': 'Fall', 'year': '2011.0', 'usage': 'Sports', 'productDisplayName': ""Puma Men's Graphic Optic Black Silver T-shirt""}",Men :: Apparel :: Topwear :: Tshirts :: Black :: Fall :: 2011.0 :: Sports :: Puma Men's Graphic Optic Black Silver T-shirt
1592,55635,Women,Footwear,Shoes,Heels,Gold,Winter,2015.0,Casual,Catwalk Women Gold Heels,"{'id': '55635', 'gender': 'Women', 'masterCategory': 'Footwear', 'subCategory': 'Shoes', 'articleType': 'Heels', 'baseColour': 'Gold', 'season': 'Winter', 'year': '2015.0', 'usage': 'Casual', 'productDisplayName': 'Catwalk Women Gold Heels'}",Women :: Footwear :: Shoes :: Heels :: Gold :: Winter :: 2015.0 :: Casual :: Catwalk Women Gold Heels
1593,42682,Women,Apparel,Topwear,Kurtas,Cream,Summer,2012.0,Ethnic,Alma Women Cream & Blue Kurta,"{'id': '42682', 'gender': 'Women', 'masterCategory': 'Apparel', 'subCategory': 'Topwear', 'articleType': 'Kurtas', 'baseColour': 'Cream', 'season': 'Summer', 'year': '2012.0', 'usage': 'Ethnic', 'productDisplayName': 'Alma Women Cream & Blue Kurta'}",Women :: Apparel :: Topwear :: Kurtas :: Cream :: Summer :: 2012.0 :: Ethnic :: Alma Women Cream & Blue Kurta
1594,2477,Men,Footwear,Shoes,Sports Shoes,Blue,Fall,2010.0,Sports,Nike Men's LunarFly Blue Shoe,"{'id': '2477', 'gender': 'Men', 'masterCategory': 'Footwear', 'subCategory': 'Shoes', 'articleType': 'Sports Shoes', 'baseColour': 'Blue', 'season': 'Fall', 'year': '2010.0', 'usage': 'Sports', 'productDisplayName': ""Nike Men's LunarFly Blue Shoe""}",Men :: Footwear :: Shoes :: Sports Shoes :: Blue :: Fall :: 2010.0 :: Sports :: Nike Men's LunarFly Blue Shoe
1595,27215,Men,Apparel,Bottomwear,Shorts,Blue,Summer,2012.0,Casual,Doodle Kids Boy Striped Blue Shorts,"{'id': '27215', 'gender': 'Men', 'masterCategory': 'Apparel', 'subCategory': 'Bottomwear', 'articleType': 'Shorts', 'baseColour': 'Blue', 'season': 'Summer', 'year': '2012.0', 'usage': 'Casual', 'productDisplayName': 'Doodle Kids Boy Striped Blue Shorts'}",Men :: Apparel :: Bottomwear :: Shorts :: Blue :: Summer :: 2012.0 :: Casual :: Doodle Kids Boy Striped Blue Shorts
1596,7105,Unisex,Accessories,Bags,Backpacks,Green,Winter,2015.0,Casual,Wildcraft Unisex Green Backpack,"{'id': '7105', 'gender': 'Unisex', 'masterCategory': 'Accessories', 'subCategory': 'Bags', 'articleType': 'Backpacks', 'baseColour': 'Green', 'season': 'Winter', 'year': '2015.0', 'usage': 'Casual', 'productDisplayName': 'Wildcraft Unisex Green Backpack'}",Unisex :: Accessories :: Bags :: Backpacks :: Green :: Winter :: 2015.0 :: Casual :: Wildcraft Unisex Green Backpack
1597,16552,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Basics Men Grey Printed Polo T-shirt,"{'id': '16552', 'gender': 'Men', 'masterCategory': 'Apparel', 'subCategory': 'Topwear', 'articleType': 'Tshirts', 'baseColour': 'Grey', 'season': 'Fall', 'year': '2011.0', 'usage': 'Casual', 'productDisplayName': 'Basics Men Grey Printed Polo T-shirt'}",Men :: Apparel :: Topwear :: Tshirts :: Grey :: Fall :: 2011.0 :: Casual :: Basics Men Grey Printed Polo T-shirt
1598,8971,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Puma Men Drift Cat III CF Black Sports Shoes,"{'id': '8971', 'gender': 'Men', 'masterCategory': 'Footwear', 'subCategory': 'Shoes', 'articleType': 'Sports Shoes', 'baseColour': 'Black', 'season': 'Fall', 'year': '2011.0', 'usage': 'Sports', 'productDisplayName': 'Puma Men Drift Cat III CF Black Sports Shoes'}",Men :: Footwear :: Shoes :: Sports Shoes :: Black :: Fall :: 2011.0 :: Sports :: Puma Men Drift Cat III CF Black Sports Shoes
1599,22767,Women,Apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,BIBA Women Solid Green Kurta,"{'id': '22767', 'gender': 'Women', 'masterCategory': 'Apparel', 'subCategory': 'Topwear', 'articleType': 'Kurtas', 'baseColour': 'Green', 'season': 'Fall', 'year': '2011.0', 'usage': 'Ethnic', 'productDisplayName': 'BIBA Women Solid Green Kurta'}",Women :: Apparel :: Topwear :: Kurtas :: Green :: Fall :: 2011.0 :: Ethnic :: BIBA Women Solid Green Kurta
1600,50347,Women,Apparel,Topwear,Kurtas,Red,Summer,2012.0,Ethnic,Aurelia Women Red Kurta,"{'id': '50347', 'gender': 'Women', 'masterCategory': 'Apparel', 'subCategory': 'Topwear', 'articleType': 'Kurtas', 'baseColour': 'Red', 'season': 'Summer', 'year': '2012.0', 'usage': 'Ethnic', 'productDisplayName': 'Aurelia Women Red Kurta'}",Women :: Apparel :: Topwear :: Kurtas :: Red :: Summer :: 2012.0 :: Ethnic :: Aurelia Women Red Kurta
1601,34602,Men,Apparel,Innerwear,Briefs,Brown,Summer,2016.0,Casual,Hanes Men Brown Boxer Brief,"{'id': '34602', 'gender': 'Men', 'masterCategory': 'Apparel', 'subCategory': 'Innerwear', 'articleType': 'Briefs', 'baseColour': 'Brown', 'season': 'Summer', 'year': '2016.0', 'usage': 'Casual', 'productDisplayName': 'Hanes Men Brown Boxer Brief'}",Men :: Apparel :: Innerwear :: Briefs :: Brown :: Summer :: 2016.0 :: Casual :: Hanes Men Brown Boxer Brief
1602,59665,Women,Apparel,Saree,Sarees,Yellow,Fall,2012.0,Ethnic,FNF Pink & Yellow Printed Evening Wear Sari,"{'id': '59665', 'gender': 'Women', 'masterCategory': 'Apparel', 'subCategory': 'Saree', 'articleType': 'Sarees', 'baseColour': 'Yellow', 'season': 'Fall', 'year': '2012.0', 'usage': 'Ethnic', 'productDisplayName': 'FNF Pink & Yellow Printed Evening Wear Sari'}",Women :: Apparel :: Saree :: Sarees :: Yellow :: Fall :: 2012.0 :: Ethnic :: FNF Pink & Yellow Printed Evening Wear Sari
1603,14498,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Flying Machine Men Casual Black Casual Shoes,"{'id': '14498', 'gender': 'Men', 'masterCategory': 'Footwear', 'subCategory': 'Shoes', 'articleType': 'Casual Shoes', 'baseColour': 'Black', 'season': 'Fall', 'year': '2011.0', 'usage': 'Casual', 'productDisplayName': 'Flying Machine Men Casual Black Casual Shoes'}",Men :: Footwear :: Shoes :: Casual Shoes :: Black :: Fall :: 2011.0 :: Casual :: Flying Machine Men Casual Black Casual Shoes
1604,10804,Men,Footwear,Flip Flops,Flip Flops,White,Fall,2011.0,Casual,Wrangler Men Rider Solid White Shirts,"{'id': '10804', 'gender': 'Men', 'masterCategory': 'Footwear', 'subCategory': 'Flip Flops', 'articleType': 'Flip Flops', 'baseColour': 'White', 'season': 'Fall', 'year': '2011.0', 'usage': 'Casual', 'productDisplayName': 'Wrangler Men Rider Solid White Shirts'}",Men :: Footwear :: Flip Flops :: Flip Flops :: White :: Fall :: 2011.0 :: Casual :: Wrangler Men Rider Solid White Shirts
1605,4921,Women,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Gini and Jony Girl's Viona Pack of 3 Tee Kidswear,"{'id': '4921', 'gender': 'Women', 'masterCategory': 'Apparel', 'subCategory': 'Topwear', 'articleType': 'Tshirts', 'baseColour': 'White', 'season': 'Summer', 'year': '2011.0', 'usage': 'Casual', 'productDisplayName': ""Gini and Jony Girl's Viona Pack of 3 Tee Kidswear""}",Women :: Apparel :: Topwear :: Tshirts :: White :: Summer :: 2011.0 :: Casual :: Gini and Jony Girl's Viona Pack of 3 Tee Kidswear
1606,32368,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Q&Q Men Black Dial Watch,"{'id': '32368', 'gender': 'Men', 'masterCategory': 'Accessories', 'subCategory': 'Watches', 'articleType': 'Watches', 'baseColour': 'Black', 'season': 'Winter', 'year': '2016.0', 'usage': 'Casual', 'productDisplayName': 'Q&Q Men Black Dial Watch'}",Men :: Accessories :: Watches :: Watches :: Black :: Winter :: 2016.0 :: Casual :: Q&Q Men Black Dial Watch
1607,39780,Men,Apparel,Topwear,Shirts,Yellow,Summer,2012.0,Casual,Peter England Men Yellow Casual Shirts,"{'id': '39780', 'gender': 'Men', 'masterCategory': 'Apparel', 'subCategory': 'Topwear', 'articleType': 'Shirts', 'baseColour': 'Yellow', 'season': 'Summer', 'year': '2012.0', 'usage': 'Casual', 'productDisplayName': 'Peter England Men Yellow Casual Shirts'}",Men :: Apparel :: Topwear :: Shirts :: Yellow :: Summer :: 2012.0 :: Casual :: Peter England Men Yellow Casual Shirts
1608,40748,Women,Footwear,Flip Flops,Flip Flops,Pink,Winter,2012.0,Casual,Roxy Women Pink Flip Flops,"{'id': '40748', 'gender': 'Women', 'masterCategory': 'Footwear', 'subCategory': 'Flip Flops', 'articleType': 'Flip Flops', 'baseColour': 'Pink', 'season': 'Winter', 'year': '2012.0', 'usage': 'Casual', 'productDisplayName': 'Roxy Women Pink Flip Flops'}",Women :: Footwear :: Flip Flops :: Flip Flops :: Pink :: Winter :: 2012.0 :: Casual :: Roxy Women Pink Flip Flops
1609,38652,Women,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Nike Women Double Team Lite Black Shoes,"{'id': '38652', 'gender': 'Women', 'masterCategory': 'Footwear', 'subCategory': 'Shoes', 'articleType': 'Casual Shoes', 'baseColour': 'Black', 'season': 'Summer', 'year': '2012.0', 'usage': 'Casual', 'productDisplayName': 'Nike Women Double Team Lite Black Shoes'}",Women :: Footwear :: Shoes :: Casual Shoes :: Black :: Summer :: 2012.0 :: Casual :: Nike Women Double Team Lite Black Shoes
1610,18255,Women,Apparel,Topwear,Kurtas,Off White,Summer,2012.0,Ethnic,Aneri Women Multi Coloured Kurta,"{'id': '18255', 'gender': 'Women', 'masterCategory': 'Apparel', 'subCategory': 'Topwear', 'articleType': 'Kurtas', 'baseColour': 'Off White', 'season': 'Summer', 'year': '2012.0', 'usage': 'Ethnic', 'productDisplayName': 'Aneri Women Multi Coloured Kurta'}",Women :: Apparel :: Topwear :: Kurtas :: Off White :: Summer :: 2012.0 :: Ethnic :: Aneri Women Multi Coloured Kurta
1611,27488,Women,Apparel,Innerwear,Briefs,Red,Winter,2015.0,Casual,Jockey Women Red Bikini Briefs,"{'id': '27488', 'gender': 'Women', 'masterCategory': 'Apparel', 'subCategory': 'Innerwear', 'articleType': 'Briefs', 'baseColour': 'Red', 'season': 'Winter', 'year': '2015.0', 'usage': 'Casual', 'productDisplayName': 'Jockey Women Red Bikini Briefs'}",Women :: Apparel :: Innerwear :: Briefs :: Red :: Winter :: 2015.0 :: Casual :: Jockey Women Red Bikini Briefs
1612,9602,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Scullers Men Scul White & Red Shirt,"{'id': '9602', 'gender': 'Men', 'masterCategory': 'Apparel', 'subCategory': 'Topwear', 'articleType': 'Shirts', 'baseColour': 'Black', 'season': 'Fall', 'year': '2011.0', 'usage': 'Casual', 'productDisplayName': 'Scullers Men Scul White & Red Shirt'}",Men :: Apparel :: Topwear :: Shirts :: Black :: Fall :: 2011.0 :: Casual :: Scullers Men Scul White & Red Shirt
1613,23814,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Puma Men Neo Low Black Casual Shoes,"{'id': '23814', 'gender': 'Men', 'masterCategory': 'Footwear', 'subCategory': 'Shoes', 'articleType': 'Casual Shoes', 'baseColour': 'Black', 'season': 'Fall', 'year': '2011.0', 'usage': 'Casual', 'productDisplayName': 'Puma Men Neo Low Black Casual Shoes'}",Men :: Footwear :: Shoes :: Casual Shoes :: Black :: Fall :: 2011.0 :: Casual :: Puma Men Neo Low Black Casual Shoes
1614,48525,Women,Apparel,Dress,Dresses,White,Summer,2012.0,Casual,French Connection Women White & Blue  Striped Dress,"{'id': '48525', 'gender': 'Women', 'masterCategory': 'Apparel', 'subCategory': 'Dress', 'articleType': 'Dresses', 'baseColour': 'White', 'season': 'Summer', 'year': '2012.0', 'usage': 'Casual', 'productDisplayName': 'French Connection Women White & Blue  Striped Dress'}",Women :: Apparel :: Dress :: Dresses :: White :: Summer :: 2012.0 :: Casual :: French Connection Women White & Blue  Striped Dress
1615,3338,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Sports,ADIDAS Men's Mumbai Indians White Polo T-shirt,"{'id': '3338', 'gender': 'Men', 'masterCategory': 'Apparel', 'subCategory': 'Topwear', 'articleType': 'Tshirts', 'baseColour': 'White', 'season': 'Summer', 'year': '2011.0', 'usage': 'Sports', 'productDisplayName': ""ADIDAS Men's Mumbai Indians White Polo T-shirt""}",Men :: Apparel :: Topwear :: Tshirts :: White :: Summer :: 2011.0 :: Sports :: ADIDAS Men's Mumbai Indians White Polo T-shirt
1616,35971,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Flying Machine Men Tee Black T-shirt,"{'id': '35971', 'gender': 'Men', 'masterCategory': 'Apparel', 'subCategory': 'Topwear', 'articleType': 'Tshirts', 'baseColour': 'Black', 'season': 'Summer', 'year': '2012.0', 'usage': 'Casual', 'productDisplayName': 'Flying Machine Men Tee Black T-shirt'}",Men :: Apparel :: Topwear :: Tshirts :: Black :: Summer :: 2012.0 :: Casual :: Flying Machine Men Tee Black T-shirt
1617,19387,Men,Footwear,Shoes,Sports Shoes,Beige,Summer,2011.0,Sports,ADIDAS Men Dumont Beige Sports Shoes,"{'id': '19387', 'gender': 'Men', 'masterCategory': 'Footwear', 'subCategory': 'Shoes', 'articleType': 'Sports Shoes', 'baseColour': 'Beige', 'season': 'Summer', 'year': '2011.0', 'usage': 'Sports', 'productDisplayName': 'ADIDAS Men Dumont Beige Sports Shoes'}",Men :: Footwear :: Shoes :: Sports Shoes :: Beige :: Summer :: 2011.0 :: Sports :: ADIDAS Men Dumont Beige Sports Shoes
1618,54946,Men,Apparel,Topwear,Tshirts,Cream,Summer,2012.0,Casual,Do u speak green Men Cream T-shirt,"{'id': '54946', 'gender': 'Men', 'masterCategory': 'Apparel', 'subCategory': 'Topwear', 'articleType': 'Tshirts', 'baseColour': 'Cream', 'season': 'Summer', 'year': '2012.0', 'usage': 'Casual', 'productDisplayName': 'Do u speak green Men Cream T-shirt'}",Men :: Apparel :: Topwear :: Tshirts :: Cream :: Summer :: 2012.0 :: Casual :: Do u speak green Men Cream T-shirt
1619,23028,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Arrow Men Blue Striped Shirt,"{'id': '23028', 'gender': 'Men', 'masterCategory': 'Apparel', 'subCategory': 'Topwear', 'articleType': 'Shirts', 'baseColour': 'Blue', 'season': 'Fall', 'year': '2011.0', 'usage': 'Formal', 'productDisplayName': 'Arrow Men Blue Striped Shirt'}",Men :: Apparel :: Topwear :: Shirts :: Blue :: Fall :: 2011.0 :: Formal :: Arrow Men Blue Striped Shirt
1620,42823,Women,Apparel,Innerwear,Briefs,Grey,Summer,2012.0,Casual,Little Miss Intimates Women Grey Brief,"{'id': '42823', 'gender': 'Women', 'masterCategory': 'Apparel', 'subCategory': 'Innerwear', 'articleType': 'Briefs', 'baseColour': 'Grey', 'season': 'Summer', 'year': '2012.0', 'usage': 'Casual', 'productDisplayName': 'Little Miss Intimates Women Grey Brief'}",Women :: Apparel :: Innerwear :: Briefs :: Grey :: Summer :: 2012.0 :: Casual :: Little Miss Intimates Women Grey Brief
1621,51408,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Myntra Men Blue and White Check Shirt,"{'id': '51408', 'gender': 'Men', 'masterCategory': 'Apparel', 'subCategory': 'Topwear', 'articleType': 'Shirts', 'baseColour': 'Blue', 'season': 'Summer', 'year': '2012.0', 'usage': 'Casual', 'productDisplayName': 'Myntra Men Blue and White Check Shirt'}",Men :: Apparel :: Topwear :: Shirts :: Blue :: Summer :: 2012.0 :: Casual :: Myntra Men Blue and White Check Shirt
1622,55894,Women,Personal Care,Nails,Nail Polish,Blue,Spring,2017.0,Casual,Colorbar Blue Lagoon Nail Lacquer 05,"{'id': '55894', 'gender': 'Women', 'masterCategory': 'Personal Care', 'subCategory': 'Nails', 'articleType': 'Nail Polish', 'baseColour': 'Blue', 'season': 'Spring', 'year': '2017.0', 'usage': 'Casual', 'productDisplayName': 'Colorbar Blue Lagoon Nail Lacquer 05'}",Women :: Personal Care :: Nails :: Nail Polish :: Blue :: Spring :: 2017.0 :: Casual :: Colorbar Blue Lagoon Nail Lacquer 05
1623,7798,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Proline Men White Polo T-shirt,"{'id': '7798', 'gender': 'Men', 'masterCategory': 'Apparel', 'subCategory': 'Topwear', 'articleType': 'Tshirts', 'baseColour': 'White', 'season': 'Fall', 'year': '2011.0', 'usage': 'Casual', 'productDisplayName': 'Proline Men White Polo T-shirt'}",Men :: Apparel :: Topwear :: Tshirts :: White :: Fall :: 2011.0 :: Casual :: Proline Men White Polo T-shirt
